ADRESA;x;y;FIRMA;NAZEV
Novohradská 1810, Èeské Budìjovice;14.4974105;48.9547012;Penny Market, s.r.o.;Penny Market
Armádní 766, Milovice;14.8794951;50.2281098;Penny Market, s.r.o.;Penny Market
Znojemská, Moravskı Krumlov;16.3073014;49.041542;Penny Market, s.r.o.;Penny Market
Švehlova 3309/11, Praha;14.515749;50.0555239;Penny Market, s.r.o.;Penny Market
Hlubyòská 805, Bøeznice;13.945848;49.5590945;Penny Market, s.r.o.;Penny Market
Opavská 3376/66a, Kravaøe;18.0139942;49.9326219;Penny Market, s.r.o.;Penny Market
Masarykova tøída 1950, Teplice;13.8356581;50.6497295;Penny Market, s.r.o.;Penny Market
Brnìnská 818, Jevíèko;16.7116;49.6294169;Penny Market, s.r.o.;Penny Market
U Prazdroje 2746/20, Plzeò;13.3940894;49.7476701;Penny Market, s.r.o.;Penny Market
1. máje 500, Tøemošnice;15.5797185;49.8693047;Penny Market, s.r.o.;Penny Market
Strakonická 169, Horaïovice;13.7024314;49.32205099999999;Penny Market, s.r.o.;Penny Market
Rudná 2973/2, Ostrava;18.273147;49.80831389999999;Penny Market, s.r.o.;Penny Market
Velká brána 555, Jemnice;15.5735802;49.0198288;Penny Market, s.r.o.;Penny Market
Dukelská 995, Podboøany;13.4088254;50.2294377;Penny Market, s.r.o.;Penny Market
Nádraní 2442, Pelhøimov;15.2239758;49.425135;Penny Market, s.r.o.;Penny Market
Ostravská, Bílovec;18.0210737;49.7595839;Penny Market, s.r.o.;Penny Market
Pivovarská, Lomnice nad Popelkou;15.3693677;50.5329408;Penny Market, s.r.o.;Penny Market
Havlíèkova 859, Libochovice;14.0526067;50.4075087;Penny Market, s.r.o.;Penny Market
Teplická, Dìèín;14.1708829;50.7817672;Penny Market, s.r.o.;Penny Market
Arménská 3278, Kladno;14.1376438;50.1343797;Penny Market, s.r.o.;Penny Market
Slavkovská 1205, Rousínov;16.8788273;49.1964368;Penny Market, s.r.o.;Penny Market
Mostecká, Tıništì nad Orlicí;16.0695196;50.148423;Penny Market, s.r.o.;Penny Market
Horní, Ostrava;18.2537456;49.781423;Penny Market, s.r.o.;Penny Market
U autobus. nádraí 935, Votice;14.643645;49.63763609999999;Penny Market, s.r.o.;Penny Market
Tovární 332, Cvikov;14.6394301;50.7724647;Penny Market, s.r.o.;Penny Market
atecká 946, Kralovice;13.4903767;49.9800808;Penny Market, s.r.o.;Penny Market
Jièínská 1368, Mladá Boleslav;14.9310817;50.4113753;Penny Market, s.r.o.;Penny Market
Koelská 1303, Ledeè nad Sázavou;15.2764717;49.68923590000001;Penny Market, s.r.o.;Penny Market
Hlavní 210, Hanušovice;16.9316064;50.0762593;Penny Market, s.r.o.;Penny Market
Obráncù míru 286/38b, Kopøivnice;18.1366394;49.6054725;Penny Market, s.r.o.;Penny Market
Rudolfovská tø. 670, Èeské Budìjovice;14.4959578;48.97943979999999;Penny Market, s.r.o.;Penny Market
Èervenovodská 997, Králíky;16.7601781;50.0812728;Penny Market, s.r.o.;Penny Market
Bìloveská 2085, Náchod;16.1766221;50.4181895;Penny Market, s.r.o.;Penny Market
Komenského 1178, Kostelec nad Èernımi lesy;14.8585351;49.988276;Penny Market, s.r.o.;Penny Market
Pøístavní 1321/55a, Brno;16.5236531;49.22754579999999;Penny Market, s.r.o.;Penny Market
Višòová 3129, Most;13.6560449;50.4935181;Penny Market, s.r.o.;Penny Market
Katovická 1303, Strakonice;13.8928571;49.2637772;Penny Market, s.r.o.;Penny Market
Pivovarská 116, Bílina;13.7742817;50.5502621;Penny Market, s.r.o.;Penny Market
Akademika Bedrny 383/10a, Hradec Králové;15.8325386;50.218308;Penny Market, s.r.o.;Penny Market
Masarykova 3552, Havlíèkùv Brod;15.5728529;49.6170069;Penny Market, s.r.o.;Penny Market
Václavská 1051, Chrudim;15.8064443;49.9408441;Penny Market, s.r.o.;Penny Market
Alej 17. listopadu 2694, Roudnice nad Labem;14.2447375;50.422961;Penny Market, s.r.o.;Penny Market
Hornomìcholupská 492, Praha;14.5669626;50.0413828;Penny Market, s.r.o.;Penny Market
Solnická 59, Dobruška;16.1675307;50.2889965;Penny Market, s.r.o.;Penny Market
Masarykova 134, Nové Mìsto na Moravì;16.0765014;49.5634962;Penny Market, s.r.o.;Penny Market
Kmochova 3156, Varnsdorf;14.6183975;50.9091347;Penny Market, s.r.o.;Penny Market
Revoluèní 2732/9, Ústí nad Labem;14.038011;50.6593765;Penny Market, s.r.o.;Penny Market
17. listopadu 3018, Dvùr Králové nad Labem;15.8179235;50.42905529999999;Penny Market, s.r.o.;Penny Market
Malešická 2799/22b, Praha;14.4874086;50.08651589999999;Penny Market, s.r.o.;Penny Market
Karla IV. 2749, Pardubice;16.3696639;49.766921;Penny Market, s.r.o.;Penny Market
Jana Kouly 1370, Èeskı Brod;14.8641763;50.0728737;Penny Market, s.r.o.;Penny Market
Havíøovská 473, Praha;14.5076675;50.1351907;Penny Market, s.r.o.;Penny Market
Sokolská 1679, Lysá nad Labem;14.8426209;50.2005894;Penny Market, s.r.o.;Penny Market
Za Pivovarem 1656, Dobøíš;14.1797245;49.7881163;Penny Market, s.r.o.;Penny Market
U staré pošty 8/1, Praha;14.4137172;50.0360278;Penny Market, s.r.o.;Penny Market
Kralupská 1887, Brandıs nad Labem-Stará Boleslav;14.6559374;50.184402;Penny Market, s.r.o.;Penny Market
Ašská 2393/8, Cheb;12.3707889;50.0845947;Penny Market, s.r.o.;Penny Market
Sobotecká 2078, Turnov;15.1519906;50.5814216;Penny Market, s.r.o.;Penny Market
Drahelická 2265, Nymburk;15.0263928;50.1800199;Penny Market, s.r.o.;Penny Market
Plzeòská 1070, Tøemošná;13.391989;49.8089206;Penny Market, s.r.o.;Penny Market
Revoluèní tøída 775, Novı Bydov;15.4895708;50.235772;Penny Market, s.r.o.;Penny Market
Táboritská 1195, Tøeboò;14.7559551;49.0084777;Penny Market, s.r.o.;Penny Market
kpt. Jaroše 1682, Kadaò;13.2700918;50.3841917;Penny Market, s.r.o.;Penny Market
U Èerveného kostela 1863, Teplice;13.8390803;50.6531102;Penny Market, s.r.o.;Penny Market
U Bílého sloupu 2144, Litvínov;13.6054475;50.5956292;Penny Market, s.r.o.;Penny Market
Matúškova 831/1, Praha;14.5154225;50.0373543;Penny Market, s.r.o.;Penny Market
Druební 1373, Ostrov;12.941601;50.3080171;Penny Market, s.r.o.;Penny Market
Hlavatého 664/13, Praha;14.5345959;50.0302782;Penny Market, s.r.o.;Penny Market
Švermova 1547, Beroun;14.0501324;49.9569579;Penny Market, s.r.o.;Penny Market
Nádraní 1513, Vrchlabí;15.6203729;50.619443;Penny Market, s.r.o.;Penny Market
Smetanova 1607, Rychnov nad Knìnou;16.2838649;50.164411;Penny Market, s.r.o.;Penny Market
irovnická 3160/8, Praha;14.4925685;50.05820989999999;Penny Market, s.r.o.;Penny Market
Tyršova 1001, Polièka;16.2670459;49.7182627;Penny Market, s.r.o.;Penny Market
Dukelskıch hrdinù 814, Èeská Kamenice;14.4267426;50.8003704;Penny Market, s.r.o.;Penny Market
Bezruèova 5429, Chomutov;13.4025253;50.4650241;Penny Market, s.r.o.;Penny Market
Západní 1807/43, Karlovy Vary;12.8544312;50.228452;Penny Market, s.r.o.;Penny Market
Hradecká 1122, Holice;15.9832593;50.07356290000001;Penny Market, s.r.o.;Penny Market
Brodská 495, Pøíbram;13.9926904;49.6690528;Penny Market, s.r.o.;Penny Market
Brnìnská 801/1, Svitavy;16.4751047;49.7528502;Penny Market, s.r.o.;Penny Market
Náchodská 2086/54, Praha;14.6007683;50.1130435;Penny Market, s.r.o.;Penny Market
Chebská 202/20, Mariánské Láznì;12.6957679;49.9645203;Penny Market, s.r.o.;Penny Market
Na ikovì 9731, Liberec;15.0625695;50.753142;Penny Market, s.r.o.;Penny Market
Revoluèní 311, Krupka;13.8904095;50.6858949;Penny Market, s.r.o.;Penny Market
Havlíèkova 1395, Mladá Boleslav;14.9123309;50.4283152;Penny Market, s.r.o.;Penny Market
Sokolská 924, Doksy;14.6550194;50.5683701;Penny Market, s.r.o.;Penny Market
Pod Lihovarem 2055/4, Øíèany;14.6570761;49.99840649999999;Penny Market, s.r.o.;Penny Market
Purkyòova 2986, Tábor;14.6778621;49.4115226;Penny Market, s.r.o.;Penny Market
Boeny Nìmcové 2057, Sokolov;12.6525698;50.1739066;Penny Market, s.r.o.;Penny Market
Na Kameni 23, Jaromìø;15.9155308;50.3567761;Penny Market, s.r.o.;Penny Market
Moskevská 1999, Most;13.6434561;50.5056976;Penny Market, s.r.o.;Penny Market
Bubenské nábø. 306/13, Praha;14.4455303;50.0983892;Penny Market, s.r.o.;Penny Market
Husova 2812, atec;13.5331447;50.31374779999999;Penny Market, s.r.o.;Penny Market
Jablonecká 423/70, Praha;14.4938071;50.125428;Penny Market, s.r.o.;Penny Market
Mostní 731, Kralupy nad Vltavou;14.3198218;50.2496363;Penny Market, s.r.o.;Penny Market
Lodská 399/26, Praha;14.4233464;50.1304652;Penny Market, s.r.o.;Penny Market
Víta Nejedlého 1498, Mnichovo Hradištì;14.9736347;50.5160417;Penny Market, s.r.o.;Penny Market
Vítìzná 118, Kladno;14.0809753;50.1403664;Penny Market, s.r.o.;Penny Market
Tyršova 206, Moravské Budìjovice;15.8140299;49.0492081;Penny Market, s.r.o.;Penny Market
Hostovského 967, Hronov;16.1813026;50.4718394;Penny Market, s.r.o.;Penny Market
Rakovnická 1196, Nové Strašecí;13.8947039;50.15663800000001;Penny Market, s.r.o.;Penny Market
Husova tøída 241, Domalice;12.9367601;49.43940560000001;Penny Market, s.r.o.;Penny Market
Brnìnská 991, Námìš nad Oslavou;16.1575145;49.2052096;Penny Market, s.r.o.;Penny Market
Husova 669, Mimoò;14.7298701;50.6535851;Penny Market, s.r.o.;Penny Market
Nad Parkovištìm 1221, Hluboká nad Vltavou;14.4307493;49.0511955;Penny Market, s.r.o.;Penny Market
Horská 571, Trutnov;15.8940414;50.5785919;Penny Market, s.r.o.;Penny Market
Husova 1112, Jièín;15.3646812;50.4333274;Penny Market, s.r.o.;Penny Market
Mladoboleslavská 3750, Mìlník;14.4940525;50.3451837;Penny Market, s.r.o.;Penny Market
Josefa Fouska 2643, Louny;13.8069578;50.3543756;Penny Market, s.r.o.;Penny Market
Jateèní 465, Teplice;13.8085016;50.64046099999999;Penny Market, s.r.o.;Penny Market
Nádraní 33, Chrastava;14.9639984;50.8143264;Penny Market, s.r.o.;Penny Market
Ivana Olbrachta 4582/8, Jablonec nad Nisou;15.1627936;50.73583259999999;Penny Market, s.r.o.;Penny Market
5. kvìtna 1238, Èervenı Kostelec;16.0899694;50.47665190000001;Penny Market, s.r.o.;Penny Market
Wolkerova 915, Planá;12.7364662;49.8652569;Penny Market, s.r.o.;Penny Market
Milady Horákové 2751, Kladno;14.1115231;50.133197;Penny Market, s.r.o.;Penny Market
Na Dolech 5331/107, Jihlava;15.5678825;49.4090034;Penny Market, s.r.o.;Penny Market
Sokolská 756, Hrádek nad Nisou;14.847823;50.85247020000001;Penny Market, s.r.o.;Penny Market
Ouvalova 550, Slanı;14.0894332;50.2283203;Penny Market, s.r.o.;Penny Market
Praská 1706, Humpolec;15.3463109;49.5417613;Penny Market, s.r.o.;Penny Market
Ruská 309, Dubí;13.763046;50.6996289;Penny Market, s.r.o.;Penny Market
Plynárenská 3281, Teplice;13.8409781;50.6359837;Penny Market, s.r.o.;Penny Market
Tyršova 884, Trmice;14.0054939;50.65042570000001;Penny Market, s.r.o.;Penny Market
Praská 1056, Tøebíè;15.8577965;49.2103834;Penny Market, s.r.o.;Penny Market
Benešova, Kolín;15.1871053;50.0250716;Penny Market, s.r.o.;Penny Market
Hrdinù 1848, Jirkov;13.4412119;50.4908757;Penny Market, s.r.o.;Penny Market
Revoluèní 157, Strá pod Ralskem;14.8021045;50.70221189999999;Penny Market, s.r.o.;Penny Market
Bunièitá 1239, Vratimov;18.3030331;49.7719184;Penny Market, s.r.o.;Penny Market
Tìšínská 1403, Ostrava;18.3332331;49.8174945;Penny Market, s.r.o.;Penny Market
Jetøichova 2462, Hostivice;14.2334345;50.0839884;Penny Market, s.r.o.;Penny Market
Praská 1071, Mníšek pod Brdy;14.2683708;49.8686356;Penny Market, s.r.o.;Penny Market
eleznièáøská 1602/7, Ústí nad Labem;14.0481898;50.6536079;Penny Market, s.r.o.;Penny Market
Dr. Hajného 1234, Vodòany;14.1824421;49.14855439999999;Penny Market, s.r.o.;Penny Market
Brnìnská 1247, Rosice;16.4019332;49.184562;Penny Market, s.r.o.;Penny Market
Neštìmická 825/6, Ústí nad Labem;14.0676382;50.66807739999999;Penny Market, s.r.o.;Penny Market
B. Egermanna 845, Novı Bor;14.5459191;50.7651245;Penny Market, s.r.o.;Penny Market
Jesenická, Vrbno pod Pradìdem;17.3715078;50.1226153;Penny Market, s.r.o.;Penny Market
Panenská 2181, Tachov;12.6357853;49.7966613;Penny Market, s.r.o.;Penny Market
Rumburská 783, Šluknov;14.4632647;51.0031304;Penny Market, s.r.o.;Penny Market
ÈSA 987, Velká Bystøice;17.3513766;49.5912235;Penny Market, s.r.o.;Penny Market
Opavská 1019, Vítkov;17.7494173;49.7744492;Penny Market, s.r.o.;Penny Market
Kolbenova, Praha;14.5147988;50.11037349999999;Penny Market, s.r.o.;Penny Market
1. kvìtna, Brumov-Bylnice;18.0239219;49.0847779;Penny Market, s.r.o.;Penny Market
tø. 1. máje, Dobøany;13.2940252;49.6541148;Penny Market, s.r.o.;Penny Market
Sídlištì, Velešín;14.4571819;48.8318675;Penny Market, s.r.o.;Penny Market
Vrchlického, Horšovskı Tın;12.9307993;49.5287534;Penny Market, s.r.o.;Penny Market
Ztracená 3176/2, Pøerov;17.459152;49.4480273;Penny Market, s.r.o.;
itavská 3021, Èeská Lípa;14.5428582;50.69275270000001;Penny Market, s.r.o.;
Do Èertous 2772/8, Praha;14.6093726;50.1212948;Penny Market, s.r.o.;
Za Olšávkou 399, Uherské Hradištì;17.4678767;49.0549033;Penny Market, s.r.o.;
Gen. Svobody 1370, Unièov;17.1134395;49.77477589999999;Penny Market, s.r.o.;
Fügnerova 2387/2a, Blansko;16.645725;49.3565248;Penny Market, s.r.o.;
Vorlíèkova 1271, Blatná;13.8829903;49.42168729999999;Penny Market, s.r.o.;
tø. Masarykova 1657, Veselí nad Moravou;17.3746241;48.9469227;Penny Market, s.r.o.;
Pøemyslovcù 2654, Louny;13.7828433;50.3564168;Penny Market, s.r.o.;
Husova 338, Kopøivnice;18.1511295;49.5905436;Penny Market, s.r.o.;
Starokolínská 1816, Praha;14.6487672;50.0775427;Penny Market, s.r.o.;
Husova 144, Vysoké Mıto;16.1607536;49.94593;Penny Market, s.r.o.;
Sídlištì Svákov 825, Sobìslav;14.7108804;49.263501;Penny Market, s.r.o.;
Stará Kysibelská 642/73, Karlovy Vary;12.8975129;50.2367263;Penny Market, s.r.o.;
Bohúòova 1550/19, Praha;14.522366;50.02590679999999;Penny Market, s.r.o.;
Cyrilometodìjská 1018, Valašské Klobouky;18.0218963;49.1469306;Penny Market, s.r.o.;
Prùbìná 2551, Èeské Budìjovice;14.4682284;48.9921705;Penny Market, s.r.o.;
Plumlovská 4126, Prostìjov;17.0940028;49.4730485;Penny Market, s.r.o.;
Zámecká 1116, Svìtlá nad Sázavou;15.4128918;49.6674949;Penny Market, s.r.o.;
Unièovská 1186/16, Litovel;17.0737201;49.7109638;Penny Market, s.r.o.;
Nad lesním divadlem 99, Praha;14.4420083;50.0247786;Penny Market, s.r.o.;
Radotínská 29, Èernošice;14.3264463;49.964245;Penny Market, s.r.o.;
Hlavní 1602, Frıdlant nad Ostravicí;18.3596017;49.58666580000001;Penny Market, s.r.o.;
Nádraní 1213, Sušice;13.531689;49.2420925;Penny Market, s.r.o.;
Choceradská 3214/44, Praha;14.4932503;50.0481645;Penny Market, s.r.o.;
Praská 373, Náchod;16.1577607;50.4087219;Penny Market, s.r.o.;
Rooseveltova 520/100, Olomouc;17.2565791;49.5771052;Penny Market, s.r.o.;
Závodní 1843, Petøvald;18.3892976;49.82923719999999;Penny Market, s.r.o.;
Okruní 5454, Zlín;17.6676052;49.2362091;Penny Market, s.r.o.;
Strojírenská 375/20, ïár nad Sázavou;15.9305084;49.5609704;Penny Market, s.r.o.;
Bystrcká 1223/38a, Brno;16.5361744;49.225751;Penny Market, s.r.o.;
Na Cihelnách 13, Jaromìø;15.9124042;50.34931779999999;Penny Market, s.r.o.;
Masarykovo námìstí 1247, Nıøany;13.2068496;49.7135924;Penny Market, s.r.o.;
Budìjovická 162, Èeskı Krumlov;14.3340818;48.8241083;Penny Market, s.r.o.;
Tø. 1. máje 1901, Hranice;17.7361359;49.5529859;Penny Market, s.r.o.;
Hladnovská 1944/16, Ostrava;18.3061025;49.84352089999999;Penny Market, s.r.o.;
Albertova 4018/5, Kromìøí;17.386326;49.2886131;Penny Market, s.r.o.;
Praská 1120/25, Letovice;16.5720599;49.55625089999999;Penny Market, s.r.o.;
Rybáøská 2903/7, Opava;17.8980483;49.942465;Penny Market, s.r.o.;
Osecká 1483, Duchcov;13.7372474;50.6116794;Penny Market, s.r.o.;
Havlíèkova 1795, Vlašim;14.9017953;49.7028361;Penny Market, s.r.o.;
Brandlova 1375/14, Kyjov;17.1338447;49.00748549999999;Penny Market, s.r.o.;
Soustrunická 489/6, Praha;14.5370485;50.10520649999999;Penny Market, s.r.o.;
K Novému nádraí 2059/6, Velké Meziøíèí;16.0196512;49.3502558;Penny Market, s.r.o.;
Letohradská 1485, Ústí nad Orlicí;16.4050581;49.9789886;Penny Market, s.r.o.;
Maškova 1798/2, Praha;14.4517999;50.1330505;Penny Market, s.r.o.;
Sadová 1364/3, Jeseník;17.2068454;50.2266591;Penny Market, s.r.o.;
Škvorecká 1762, Úvaly;14.7319007;50.0696395;Penny Market, s.r.o.;
Lidická 146, Tøinec;18.6681597;49.6768343;Penny Market, s.r.o.;
Sídlištì 892, Hostinné;15.7286653;50.53955870000001;Penny Market, s.r.o.;
Krkonošská 1826, Nová Paka;15.5218415;50.4943673;Penny Market, s.r.o.;
Husova 999, Lanškroun;16.6109574;49.909074;Penny Market, s.r.o.;
Tovární 111, Benátky nad Jizerou;14.827649;50.2869752;Penny Market, s.r.o.;
Praská 366/20a, Rumburk;14.5570711;50.9434768;Penny Market, s.r.o.;
Masarykova 1458/29, Hoøovice;13.896166;49.8371174;Penny Market, s.r.o.;
Vìštínská 1516/17, Praha;14.3696905;49.9862423;Penny Market, s.r.o.;
U Potoka 3471, Mìlník;14.48979;50.34995929999999;Penny Market, s.r.o.;
Plzeòská 229, Beroun;14.0460841;49.9516723;Penny Market, s.r.o.;
Cihelní 1872, Hluèín;18.1954341;49.8956732;Penny Market, s.r.o.;
Pøímìtická 2625/76, Znojmo;16.0392131;48.8711725;Penny Market, s.r.o.;
Aloise Jilemnického 2138, Hoøice;15.6293135;50.3677345;Penny Market, s.r.o.;
Fialova 2974/18, Šumperk;16.979844;49.96216889999999;Penny Market, s.r.o.;
Studentská 1893, Jirkov;13.4375747;50.5005233;Penny Market, s.r.o.;
Seifertova 532, Pøíbram;13.9971769;49.6759736;Penny Market, s.r.o.;
arošická 4355/11, Brno;16.6628811;49.21096439999999;Penny Market, s.r.o.;
Klimenta Èermáka 1599, Èáslav;15.3943867;49.907578;Penny Market, s.r.o.;
Chmelova 1173, Kralupy nad Vltavou;14.3089679;50.2409065;Penny Market, s.r.o.;
Marie Pomocné 2154/38, Litomìøice;14.1433292;50.5336161;Penny Market, s.r.o.;
Jiráskova 1280, Mladá Boleslav;14.9224814;50.4316313;Penny Market, s.r.o.;
Èástkova 1185/80, Plzeò;13.4053604;49.7346942;Penny Market, s.r.o.;
Nádraní 293/20, Odry;17.8341402;49.6686145;Penny Market, s.r.o.;
Kamenná 2764, Aš;12.1907213;50.2218564;Penny Market, s.r.o.;
Moèidla 2369, Uherskı Brod;17.6597674;49.0254129;Penny Market, s.r.o.;
Luèní 126, Semily;15.3293859;50.602706;Penny Market, s.r.o.;
Gerská 1951/15, Plzeò;13.3672381;49.7762355;Penny Market, s.r.o.;
U Francouzù 1181, Tøeboò;14.75561;49.0121551;Penny Market, s.r.o.;
Nádraní 3, idlochovice;16.6151978;49.03462829999999;Penny Market, s.r.o.;
Sokolovská 1704, Èelákovice;14.7428542;50.157853;Penny Market, s.r.o.;
Èechova 2126, Benešov;14.6951867;49.7869188;Penny Market, s.r.o.;
Nebahovská 901, Prachatice;14.0037672;49.01385610000001;Penny Market, s.r.o.;
U elektrárny 1957, Kraslice;12.5184794;50.31851810000001;Penny Market, s.r.o.;
M. Horákové 1583, Èeské Budìjovice;14.4393334;48.98391609999999;Penny Market, s.r.o.;
Kaplanova 1803/2c, Kromìøí;17.4044218;49.3070375;Penny Market, s.r.o.;
ikova 1378, Tøebechovice pod Orebem;15.9898797;50.2006637;Penny Market, s.r.o.;
Praská 2017, Pelhøimov;15.2136993;49.4379822;Penny Market, s.r.o.;
Novomìstská 849, Bystøice nad Pernštejnem;16.2491785;49.52755010000001;Penny Market, s.r.o.;
Bukovecká 76, Jablunkov;18.7670384;49.5774607;Penny Market, s.r.o.;
Palackého 730/82, Holešov;17.5674864;49.3285507;Penny Market, s.r.o.;
Mírové námìstí 1602, Dobøíš;14.1721281;49.7819537;Penny Market, s.r.o.;
U Sıpky 280, Fulnek;17.9063364;49.7154098;Penny Market, s.r.o.;
T. G. Masaryka 2002, Nové Mìsto nad Metují;16.1465839;50.3596428;Penny Market, s.r.o.;
Dukel. hrdinù 2546, Rakovník;13.7109907;50.1085891;Penny Market, s.r.o.;
Táborská 846, Kamenice nad Lipou;15.0679513;49.3005396;Penny Market, s.r.o.;
Veselská 1868, Stránice;17.3247046;48.8985837;Penny Market, s.r.o.;
Školská 1409, amberk;16.4619784;50.0786701;Penny Market, s.r.o.;
Horská 92, Trutnov;15.8978038;50.572986;Penny Market, s.r.o.;
nábøeí Benešovo 2913, Dvùr Králové nad Labem;15.8071825;50.4279792;Penny Market, s.r.o.;
Lidická 480, Pøíbor;18.1430277;49.6412606;Penny Market, s.r.o.;
Hasova 1999/5, Praha;14.4259659;50.0141314;Penny Market, s.r.o.;
Jiráskova tøída 612, Holıšov;13.1051847;49.59657869999999;Penny Market, s.r.o.;
Bohumínská 1935, Rychvald;18.3738437;49.8678654;Penny Market, s.r.o.;
alanského 631/61a, Praha;14.2964137;50.0681003;Penny Market, s.r.o.;
Na Veselce 1117, Úpice;16.0096616;50.513945;Penny Market, s.r.o.;
U Prefy 1708, Chotìboø;15.6661253;49.7153728;Penny Market, s.r.o.;
Prùmyslová 874, eleznı Brod;15.2503625;50.64081909999999;Penny Market, s.r.o.;
tø. 1. máje 3345/4, Bøeclav;16.8765468;48.7575213;Penny Market, s.r.o.;
Lidická 1095/24, Plzeò;13.3751478;49.7670346;Penny Market, s.r.o.;
Hvìzdná 57, Jindøichùv Hradec;15.0019989;49.131321;Penny Market, s.r.o.;
Al. Jiráska 1474, Vrchlabí;15.612999;50.61786499999999;Penny Market, s.r.o.;
Polièská 1625, Hlinsko;15.9179392;49.7668241;Penny Market, s.r.o.;
Alešova 30, Podìbrady;15.1195442;50.1513127;Penny Market, s.r.o.;
Klicperovo námìstí 5, Chlumec nad Cidlinou;15.4634002;50.1535099;Penny Market, s.r.o.;
U Cihláøe 3558, Havlíèkùv Brod;15.5756193;49.61831369999999;Penny Market, s.r.o.;
Rooseveltova 1348, Nejdek;12.7287762;50.3212076;Penny Market, s.r.o.;
Krnovská 1926/5, Bruntál;17.4724204;49.9954897;Penny Market, s.r.o.;
itavská 3172, Varnsdorf;14.6322415;50.9054692;Penny Market, s.r.o.;
Sokolovská 1166, Litomyšl;16.3051834;49.8756056;Penny Market, s.r.o.;
Teplého 2806, Pardubice;15.7614491;50.0274823;Penny Market, s.r.o.;
Letná 605/44, Liberec;15.039124;50.782279;Penny Market, s.r.o.;
Hornická 2487, Roudnice nad Labem;14.2403362;50.4260714;Penny Market, s.r.o.;
Nádraní 1936/4, Karviná;18.530606;49.85570620000001;Penny Market, s.r.o.;
Rafaelova 1120, Tøebíè;15.8986446;49.2211268;Penny Market, s.r.o.;
Nádraní 528, Vimperk;13.7864659;49.0561975;Penny Market, s.r.o.;
Sedlecká 1176, Sedlèany;14.4248853;49.6532218;Penny Market, s.r.o.;
Nádraní 766/26, Mohelnice;16.9277343;49.7757135;Penny Market, s.r.o.;
Slezská 1300, Orlová;18.4255804;49.861211;Penny Market, s.r.o.;
Jablunkovská 1263, Tøinec;18.6784921;49.6726627;Penny Market, s.r.o.;
Pionırù 2280, Frıdek-Místek;18.3398451;49.6820552;Penny Market, s.r.o.;
Hnìzdenská 658/8, Praha;14.4220469;50.1263187;Penny Market, s.r.o.;
V Opletkách 892, Kolín;15.2077468;50.0228241;Penny Market, s.r.o.;
U Dolní brány 313, Broumov;16.333076;50.5833343;Penny Market, s.r.o.;
Závodu míru 2058, Sokolov;12.6646031;50.1726646;Penny Market, s.r.o.;
Darovaná 1436, Milevsko;14.3602066;49.4420404;Penny Market, s.r.o.;
Jedlièkova 1805, Lysá nad Labem;14.848166;50.1961786;Penny Market, s.r.o.;
Benešova 1442, Støíbro;12.9962676;49.7530219;Penny Market, s.r.o.;
Obchodní 2598, Písek;14.1586631;49.2973539;Penny Market, s.r.o.;
Švabinského 618, Domalice;12.9304139;49.4468708;Penny Market, s.r.o.;
Nádraní 248, Buèovice;17.0028955;49.14739900000001;Penny Market, s.r.o.;
Obce Leákù 69, Chrudim;15.7959331;49.9439515;Penny Market, s.r.o.;
tøída T. G. Masaryka 864, Èeská Skalice;16.0469744;50.39613749999999;Penny Market, s.r.o.;
Palackého 1427/2a, Tøeš;15.4813354;49.2875709;Penny Market, s.r.o.;
Sokolská tøída 3210/93, Ostrava;18.2861455;49.8459784;Penny Market, s.r.o.;
Komenského námìstí 110, Police nad Metují;16.2326746;50.5394338;Penny Market, s.r.o.;
Nádraní 1797, Tišnov;16.4216122;49.3449242;Penny Market, s.r.o.;
Štemberkova 1605, Rychnov nad Knìnou;16.2788507;50.1551218;Penny Market, s.r.o.;
Dolní hejèínská, Olomouc;17.2426689;49.6033303;Penny Market, s.r.o.;
Jiráskova 877, Litvínov;13.6170932;50.600138;Penny Market, s.r.o.;
Hegerova 923, Polièka;16.2764301;49.71839250000001;Penny Market, s.r.o.;
Zámecká 1167, Lovosice;14.0527836;50.51572789999999;Penny Market, s.r.o.;
Pod Stráištìm 5392, Chomutov;13.4081627;50.47594669999999;Penny Market, s.r.o.;
Revoluèní 1117, Úpice;16.0121814;50.5136758;Penny Market, s.r.o.;
Špitálská 754, Slavkov u Brna;16.8696558;49.1521094;Penny Market, s.r.o.;
Zábøeská 10/2, Mohelnice;16.9224186;49.77738;Penny Market, s.r.o.;
Vápovská 306, Daèice;15.4408634;49.0790167;Penny Market, s.r.o.;
Hranická 1443, Lipník nad Beèvou;17.5930826;49.52795039999999;Penny Market, s.r.o.;
Jana Maláta 1910, Novı Bydov;15.4802096;50.2444764;Penny Market, s.r.o.;
Jana Zajíce 712, Pardubice;15.8076304;50.0454925;Penny Market, s.r.o.;
Krumlovská 352/7, Ivanèice;16.3760718;49.099654;Penny Market, s.r.o.;
Èeskoslovenské armády 2095/39, Zábøeh;16.8847496;49.8772922;Penny Market, s.r.o.;
Opavská 1300/48, Rımaøov;17.2713489;49.937645;Penny Market, s.r.o.;
Petra Jilemnického 1868, Brandıs nad Labem-Stará Boleslav;14.6557656;50.1879656;Penny Market, s.r.o.;
Tyršova 1730/39, Kuøim;16.546279;49.29796169999999;Penny Market, s.r.o.;
Štìpánská 192, Vsetín;17.9876691;49.3355762;Penny Market, s.r.o.;
