ADRESA,,x,y,FIRMA,NAZEV,SUMCID,COUNT
"Wolkerova 5546, Chomutov",Chomutov,13.407940500000000,50.460912600000000,"Lidl Česká republika, v.o.s.",,25996571.0000000000000000,4728.0000000000000000
"Nádražní 1936/4, Karviná",Karviná,18.530605999999999,49.855706200000007,"Penny Market, s.r.o.",,12711828.0000000000000000,1097.0000000000000000
"Vikova 1302/2, Praha 4",Praha,14.437550000000000,50.040873499999996,"AHOLD Czech Republic, a. s.",,144257659.0000000000000000,11493.0000000000000000
"Soustružnická 489/6, Praha",Praha,14.537048499999999,50.105206499999987,"Penny Market, s.r.o.",,108177746.0000000000000000,7617.0000000000000000
"Svitavská 2393/16b, Blansko",Blansko,16.643738599999999,49.356752399999998,"Lidl Česká republika, v.o.s.",,2496623.0000000000000000,560.0000000000000000
"Drahelická 2265, Nymburk",Nymburk,15.026392800000000,50.180019899999998,"Penny Market, s.r.o.",Penny Market,192904863.0000000000000000,16032.0000000000000000
"Lípová 664/2, Liberec",Liberec,15.059297800000000,50.765481800000003,"Lidl Česká republika, v.o.s.",,22674403.0000000000000000,2575.0000000000000000
"Stará cesta 91, Frýdek-Místek",Frýdek-Místek,18.342105199999999,49.675669199999987,"AHOLD Czech Republic, a. s.",,28690494.0000000000000000,8370.0000000000000000
"Klicperovo náměstí 5, Chlumec nad Cidlinou",Chlumec nad Cidlinou,15.463400200000001,50.153509900000003,"Penny Market, s.r.o.",,42517438.0000000000000000,5194.0000000000000000
"Stránského 3033/28, Brno",Brno,16.567919300000000,49.212396899999987,"Billa, s.r.o.",,14627694.0000000000000000,12205.0000000000000000
"Na Okrouhlíku 1707/25a, Hradec Králové",Hradec Králové,15.813323300000000,50.218444200000000,"Lidl Česká republika, v.o.s.",,102198408.0000000000000000,9803.0000000000000000
"Masarykovo náměstí 1950, Pardubice",Pardubice,15.767240800000000,50.036428800000003,"Tesco Stores ČR, a.s.",Obchodní dům Pardubice,58229320.0000000000000000,4651.0000000000000000
"Studentská 2215/2, Žďár nad Sázavou",Žďár nad Sázavou,15.941635200000000,49.565207099999988,"Lidl Česká republika, v.o.s.",,215979126.0000000000000000,11746.0000000000000000
"Nádražní 1310, Strakonice",Strakonice,13.914133300000000,49.255715799999997,"Billa, s.r.o.",,154393297.0000000000000000,11437.0000000000000000
"Plzeňská 396, Králův Dvůr",Králův Dvůr,14.042138100000001,49.951141900000003,"AHOLD Czech Republic, a. s.",,186009747.0000000000000000,15714.0000000000000000
"Palackého třída 2980/152, Brno",Brno,16.591667900000001,49.230497399999997,"Lidl Česká republika, v.o.s.",,4196135.0000000000000000,3685.0000000000000000
"Jantarová 3344/4, Ostrava",Ostrava,18.286715900000001,49.830704900000001,"AHOLD Czech Republic, a. s.",,20273355.0000000000000000,1810.0000000000000000
"Moskevská 1999, Most",Most,13.643456100000000,50.505697599999998,"Penny Market, s.r.o.",Penny Market,50946465.0000000000000000,5208.0000000000000000
"Ortenova 188, Kutná Hora",Kutná Hora,15.283744199999999,49.960918199999988,"Kaufland Česká republika, v.o.s.",OD Kaufland Kutná Hora,142937216.0000000000000000,10353.0000000000000000
"Majerova 2525/7, Plzeň",Plzeň,13.374047800000000,49.727822900000000,"Billa, s.r.o.",,71014236.0000000000000000,5899.0000000000000000
"Smetanova 1607, Rychnov nad Kněžnou",Rychnov nad Kněžnou,16.283864900000001,50.164411000000001,"Penny Market, s.r.o.",Penny Market,97547646.0000000000000000,8368.0000000000000000
"Dolní hejčínská, Olomouc",Olomouc,17.242668900000002,49.603330300000003,"Penny Market, s.r.o.",,90918123.0000000000000000,8701.0000000000000000
"Jeronýmova 1750/21, České Budějovice",České Budějovice,14.481671800000001,48.973919199999997,"Billa, s.r.o.",,11006315.0000000000000000,5018.0000000000000000
"Čimická 831/43, Praha",Praha,14.429959999999999,50.132200999999988,"Lidl Česká republika, v.o.s.",,45407478.0000000000000000,3394.0000000000000000
"Papírnická 2570/3, Plzeň",Plzeň,13.386727499999999,49.736737299999987,"Billa, s.r.o.",,56115617.0000000000000000,4353.0000000000000000
"Hviezdoslavova 1288/2, Brno",Brno,16.669229099999999,49.182545699999999,"Lidl Česká republika, v.o.s.",,2929929.0000000000000000,2033.0000000000000000
"Díly VI 5478, Zlín",Zlín,17.693222800000001,49.225313399999997,"Lidl Česká republika, v.o.s.",,115240524.0000000000000000,17018.0000000000000000
"S. K. Neumanna 2819, Pardubice",Pardubice,15.778917800000000,50.026159999999997,"Kaufland Česká republika, v.o.s.",OD Kaufland Pardubice II.,130360101.0000000000000000,11636.0000000000000000
"Těšínská 1403, Ostrava",Ostrava,18.333233100000001,49.817494500000002,"Penny Market, s.r.o.",Penny Market,118931530.0000000000000000,10321.0000000000000000
"Gerská 2070/1, Plzeň",Plzeň,13.364863400000001,49.772926400000003,"Lidl Česká republika, v.o.s.",,118634706.0000000000000000,6396.0000000000000000
"Kbelská 919/31, Praha",Praha,14.510617900000000,50.123101100000000,"Lidl Česká republika, v.o.s.",,8232044.0000000000000000,556.0000000000000000
"Mariánská, Praha",Praha,14.437556400000000,50.020113799999997,"Spar Česká obchodní společnost, s.r.o.",SPAR Lhotka (supermarket),40512685.0000000000000000,2186.0000000000000000
"Kosmova 259/1, Brno",Brno,16.592686100000002,49.228128699999999,"AHOLD Czech Republic, a. s.",,7940682.0000000000000000,7016.0000000000000000
"Högerova 1098/11, Praha 5",Praha,14.375808599999999,50.031998199999997,"AHOLD Czech Republic, a. s.",,190898766.0000000000000000,9872.0000000000000000
"Pilnáčkova 436/11, Hradec Králové",Hradec Králové,15.839195500000001,50.217498499999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Hradec Králové,79658135.0000000000000000,8706.0000000000000000
"28. října 1531, Přelouč",Přelouč,15.564423200000000,50.038120900000003,"Penny Market, s.r.o.",,88790403.0000000000000000,7506.0000000000000000
"Nebahovská 901, Prachatice",Prachatice,14.003767200000000,49.013856100000012,"Penny Market, s.r.o.",,169691388.0000000000000000,13833.0000000000000000
"Nákladní 3201, Teplice",Teplice,13.822640800000000,50.645489499999996,"Spar Česká obchodní společnost, s.r.o.",,4570816.0000000000000000,280.0000000000000000
"Jiráskova, Litvínov",Litvínov,13.618560000000000,50.599529500000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Litvínov,12960673.0000000000000000,1512.0000000000000000
"Nádražní 2442, Pelhřimov",Pelhřimov,15.223975800000000,49.425134999999997,"Penny Market, s.r.o.",Penny Market,108261651.0000000000000000,10875.0000000000000000
"Přímětická 3658/66, Znojmo",Znojmo,16.043754400000001,48.866715399999997,"Lidl Česká republika, v.o.s.",,76345967.0000000000000000,4044.0000000000000000
"Luční 126, Semily",Semily,15.329385900000000,50.602705999999998,"Penny Market, s.r.o.",,57604855.0000000000000000,3411.0000000000000000
"Před Tratí 891/2, Havířov",Havířov,18.442403500000001,49.787481300000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Havířov,33904149.0000000000000000,9014.0000000000000000
"Vinohradská 1200/50, Praha 2",Praha,14.442348000000001,50.076880600000003,"AHOLD Czech Republic, a. s.",,186591097.0000000000000000,14902.0000000000000000
"Dornych 404/4, Brno",Brno,16.612933900000002,49.189514899999999,"Tesco Stores ČR, a.s.",OD Tesco Brno,614052.0000000000000000,603.0000000000000000
"Vejprnická 1157/32, Plzeň",Plzeň,13.340168800000001,49.744228000000000,"Lidl Česká republika, v.o.s.",,62814769.0000000000000000,5201.0000000000000000
"Okružní 4262/10, Prostějov",Prostějov,17.117873299999999,49.462429999999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Prostějov,149243458.0000000000000000,12733.0000000000000000
"Sokolovská 69/14, Praha",Praha,14.440054000000000,50.091153499999997,"Billa, s.r.o.",,44996155.0000000000000000,3567.0000000000000000
"Brněnská 2937/21, Znojmo",Znojmo,16.066010800000001,48.846169200000013,"Spar Česká obchodní společnost, s.r.o.",,122658303.0000000000000000,12480.0000000000000000
"U plynárny 1432/64, Praha",Praha,14.466480600000001,50.056731600000013,"Kaufland Česká republika, v.o.s.",OD Kaufland Praha 4-Michle,65344020.0000000000000000,5111.0000000000000000
"Skandinávská 144/25, Praha",Praha,14.295458600000000,50.049542199999998,"Tesco Stores ČR, a.s.",Extra Praha Zličín,11189350.0000000000000000,643.0000000000000000
"Koterovská 2390/47, Plzeň",Plzeň,13.392454799999999,49.739521799999999,"AHOLD Czech Republic, a. s.",,74064955.0000000000000000,6162.0000000000000000
"Tovární 112, Český Krumlov",Český Krumlov,14.334539299999999,48.834929199999998,"Lidl Česká republika, v.o.s.",,61595992.0000000000000000,7386.0000000000000000
"Kleinerova 112, Kladno",Kladno,14.096906499999999,50.144252100000003,"Billa, s.r.o.",,28582480.0000000000000000,3678.0000000000000000
"Pionýrů 2025, Sokolov",Sokolov,12.649066100000001,50.182517300000001,"Billa, s.r.o.",,135807090.0000000000000000,10023.0000000000000000
"Hněvkovského 700/65b, Brno",Brno,16.625557900000000,49.171645099999999,"Lidl Česká republika, v.o.s.",,4067483.0000000000000000,3668.0000000000000000
"Krnovská 1926/5, Bruntál",Bruntál,17.472420400000001,49.995489700000000,"Penny Market, s.r.o.",,52879059.0000000000000000,9599.0000000000000000
"Strakonická 1272, České Budějovice",České Budějovice,14.468662399999999,48.993694099999999,"Spar Česká obchodní společnost, s.r.o.",,13822831.0000000000000000,4946.0000000000000000
"Českobrodská 733, Praha 9",Praha,14.563785299999999,50.086803799999998,"AHOLD Czech Republic, a. s.",,51027374.0000000000000000,3021.0000000000000000
"Sportovní 1699, Přelouč",Přelouč,15.564885400000000,50.041231600000003,"Tesco Stores ČR, a.s.",Hypermarket Tesco,74844760.0000000000000000,7413.0000000000000000
"Dornych 451/39, Brno",Brno,16.620784100000002,49.186843900000000,"Lidl Česká republika, v.o.s.",,3188030.0000000000000000,2920.0000000000000000
"Hradební 5440/1, Jihlava",Jihlava,15.587745600000000,49.393388100000003,"Spar Česká obchodní společnost, s.r.o.",INTERSPAR Jihlava,31184285.0000000000000000,5043.0000000000000000
"Pražská 1120/25, Letovice",Letovice,16.572059899999999,49.556250899999988,"Penny Market, s.r.o.",,114874847.0000000000000000,11803.0000000000000000
"Jičínská 1369, Mladá Boleslav",Mladá Boleslav,14.933614400000000,50.411914799999998,"Lidl Česká republika, v.o.s.",,2646386.0000000000000000,221.0000000000000000
"Nová 1016, Horní Slavkov",Horní Slavkov,12.796823800000000,50.135574899999988,"Tesco Stores ČR, a.s.",Supermarket Tesco Horní Slavkov,126403743.0000000000000000,8913.0000000000000000
"Za Olšávkou 399, Uherské Hradiště",Uherské Hradiště,17.467876700000001,49.054903299999999,"Penny Market, s.r.o.",,37429204.0000000000000000,2064.0000000000000000
"Generála Klapálka 798, Vsetín",Vsetín,18.001107900000001,49.327683600000000,"Lidl Česká republika, v.o.s.",,92812288.0000000000000000,6390.0000000000000000
"Zámecká 1167, Lovosice",Lovosice,14.052783600000000,50.515727899999987,"Penny Market, s.r.o.",,44693292.0000000000000000,4709.0000000000000000
"Nákupní 389/1, Praha",Praha,14.542169100000001,50.072592999999998,"Spar Česká obchodní společnost, s.r.o.",,12146208.0000000000000000,917.0000000000000000
"Labská 1500, České Budějovice",České Budějovice,14.453532300000001,48.996198399999997,"Lidl Česká republika, v.o.s.",,24827644.0000000000000000,11020.0000000000000000
"Cimburkova 540/4, Brno",Brno,16.609363299999998,49.218106700000000,"Tesco Stores ČR, a.s.",Hypermarket Tesco Brno Královo Pole,3584923.0000000000000000,3314.0000000000000000
"Ústecká 1905/8, Děčín",Děčín,14.205473100000001,50.770269300000002,"Tesco Stores ČR, a.s.",Hypermarket Děčín,9724875.0000000000000000,2969.0000000000000000
"Červené Vršky 2217, Benešov",Benešov,14.682833400000000,49.793814800000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Benešov,8203795.0000000000000000,2100.0000000000000000
"Domoradická 299, Český Krumlov",Český Krumlov,14.334708300000001,48.823736500000003,"Tesco Stores ČR, a.s.",Hypermarket Tesco Český Krumlov,12747641.0000000000000000,1269.0000000000000000
"Nádražní 1797, Tišnov",Tišnov,16.421612199999998,49.344924200000001,"Penny Market, s.r.o.",,118152648.0000000000000000,9201.0000000000000000
"Vladycká 1532/2, Praha",Praha,14.526680000000001,50.053593399999997,"Lidl Česká republika, v.o.s.",,45355305.0000000000000000,3501.0000000000000000
"Hradecká 1141, Jičín",Jičín,15.369148600000001,50.435440300000003,"Tesco Stores ČR, a.s.",Hypermarket Jičín,123384480.0000000000000000,7329.0000000000000000
"Nad lesním divadlem 99, Praha",Praha,14.442008299999999,50.024778599999998,"Penny Market, s.r.o.",,32973090.0000000000000000,2360.0000000000000000
"Lodžská 850/6, Praha",Praha,14.417586200000001,50.127656899999998,"Billa, s.r.o.",,40420106.0000000000000000,2632.0000000000000000
"T. G. Masaryka 2023/10, Karlovy Vary",Karlovy Vary,12.872255600000001,50.229521299999988,"Billa, s.r.o.",,31424278.0000000000000000,4735.0000000000000000
"Obchodní 250, Beroun",Beroun,14.060522700000000,49.956589800000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Beroun,12068679.0000000000000000,2184.0000000000000000
"tř. Kosmonautů 113/27, Olomouc",Olomouc,17.274109400000000,49.591786800000001,"AHOLD Czech Republic, a. s.",,136739164.0000000000000000,10826.0000000000000000
"Voctářova 2401/8, Praha",Praha,14.468345500000000,50.102053299999987,"Kaufland Česká republika, v.o.s.",OD Kaufland Praha - Palmovka,18036744.0000000000000000,1351.0000000000000000
"Pekárenská 2783/39, České Budějovice",České Budějovice,14.480858100000001,48.982771100000001,"Billa, s.r.o.",,8854791.0000000000000000,4068.0000000000000000
"tř. 17. listopadu 873/6, Karviná",Karviná,18.554507399999999,49.844642899999997,"Lidl Česká republika, v.o.s.",,80144756.0000000000000000,12864.0000000000000000
"Zhořelecká 514, Praha 8",Praha,14.409934300000000,50.131390099999997,"AHOLD Czech Republic, a. s.",,180556061.0000000000000000,9441.0000000000000000
"Fügnerova 2387/2a, Blansko",Blansko,16.645724999999999,49.356524800000003,"Penny Market, s.r.o.",,986033.0000000000000000,1004.0000000000000000
"Mostecká, Chomutov",Chomutov,13.424764500000000,50.467333300000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Chomutov - Centrum,61292254.0000000000000000,6587.0000000000000000
"Hvězdná 57, Jindřichův Hradec",Jindřichův Hradec,15.001998900000000,49.131321000000000,"Penny Market, s.r.o.",,130538886.0000000000000000,11280.0000000000000000
"U Tří mostů 844/2, Svitavy",Svitavy,16.476998600000002,49.754071499999988,"AHOLD Czech Republic, a. s.",,62786879.0000000000000000,3691.0000000000000000
"Modřínová 694, Třebíč",Třebíč,15.892716699999999,49.218728800000001,"AHOLD Czech Republic, a. s.",,58367647.0000000000000000,3454.0000000000000000
"Národní 63/26, Praha",Praha,14.419482900000000,50.082309000000002,"Tesco Stores ČR, a.s.",Obchodní dům MY Národní,21282880.0000000000000000,1704.0000000000000000
"Žarošická 4355/11, Brno",Brno,16.662881100000000,49.210964399999988,"Penny Market, s.r.o.",,11865382.0000000000000000,4426.0000000000000000
"Horní 2233/6, Žďár nad Sázavou",Žďár nad Sázavou,15.944557800000000,49.560406800000003,"AHOLD Czech Republic, a. s.",,52274046.0000000000000000,2681.0000000000000000
"Masarykovo nám. 257/16, Hodonín",Hodonín,17.128982400000002,48.849836099999997,"AHOLD Czech Republic, a. s.",,62131654.0000000000000000,9734.0000000000000000
"Sokolovská 1019/148, Karlovy Vary",Karlovy Vary,12.841365500000000,50.233382300000002,"Kaufland Česká republika, v.o.s.",OD Kaufland Karlovy Vary,9209497.0000000000000000,867.0000000000000000
"J. Palacha 3197, Břeclav",Břeclav,16.888201899999999,48.756480400000001,"AHOLD Czech Republic, a. s.",,16188254.0000000000000000,10266.0000000000000000
"Matúškova 831/1, Praha",Praha,14.515422500000000,50.037354299999997,"Penny Market, s.r.o.",Penny Market,63927505.0000000000000000,4575.0000000000000000
"Šluknovská 3080, Česká Lípa",Česká Lípa,14.540647699999999,50.701933399999987,"AHOLD Czech Republic, a. s.",,91408678.0000000000000000,6905.0000000000000000
"Znojemská 1382, Třebíč",Třebíč,15.884945999999999,49.203597899999998,"Lidl Česká republika, v.o.s.",,44623850.0000000000000000,2673.0000000000000000
"Čechova 929/26, Přerov",Přerov,17.455455000000001,49.450370300000003,"Tesco Stores ČR, a.s.",Supermarket Přerov,28004402.0000000000000000,2117.0000000000000000
"Havlíčkova 1395, Mladá Boleslav",Mladá Boleslav,14.912330900000001,50.428315200000000,"Penny Market, s.r.o.",Penny Market,35991542.0000000000000000,2382.0000000000000000
"Gen. Klapálka 300, Vsetín",Vsetín,18.004449699999999,49.332464700000003,"AHOLD Czech Republic, a. s.",,62626280.0000000000000000,3410.0000000000000000
"Jasenická 311, Vsetín",Vsetín,18.006198699999999,49.332110499999999,"Kaufland Česká republika, v.o.s.",OD Kaufland Vsetín,141019269.0000000000000000,10783.0000000000000000
"Štemberkova 1698, Rychnov nad Kněžnou",Rychnov nad Kněžnou,16.276267699999998,50.155846500000003,"Tesco Stores ČR, a.s.",Hypermarket Tesco Rychnov nad Kněžnou,23198101.0000000000000000,1772.0000000000000000
"Plzeňská 1070, Třemošná",Třemošná,13.391989000000001,49.808920600000000,"Penny Market, s.r.o.",Penny Market,55546314.0000000000000000,3397.0000000000000000
"Velebudická 3303/1a, Most",Most,13.653823700000000,50.490947899999988,"Lidl Česká republika, v.o.s.",,33753886.0000000000000000,2067.0000000000000000
"Žukovského 888/2, Praha",Praha,14.309258700000001,50.090721500000001,"Billa, s.r.o.",,103120836.0000000000000000,8068.0000000000000000
"Olomoucká 4619/120, Prostějov",Prostějov,17.123238700000002,49.484377299999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Prostějov II - Olomoucká,51649253.0000000000000000,4932.0000000000000000
"Okružní 4701, Zlín",Zlín,17.659636200000001,49.233122299999998,"AHOLD Czech Republic, a. s.",,26394765.0000000000000000,7102.0000000000000000
"Pražská 2494/15, Cheb",Cheb,12.379042399999999,50.082045399999998,"Tesco Stores ČR, a.s.",Hypermarket Tesco Cheb,20987702.0000000000000000,3173.0000000000000000
"Vodárenská 3653, Mělník",Mělník,14.484048400000001,50.354285099999998,"Tesco Stores ČR, a.s.",Hypermarket Mělník,44287550.0000000000000000,4584.0000000000000000
"Havlíčkova 4821/13, Jihlava",Jihlava,15.587654199999999,49.401006600000002,"Billa, s.r.o.",,9079192.0000000000000000,1548.0000000000000000
"Tř. Maršála Malinovského 436, Uherské Hradiště",Uherské Hradiště,17.464604200000000,49.058178200000000,"Lidl Česká republika, v.o.s.",,19994331.0000000000000000,1162.0000000000000000
"Hlavní 2459/108, Praha 4",Praha,14.487145600000000,50.046763599999998,"AHOLD Czech Republic, a. s.",,153817318.0000000000000000,11880.0000000000000000
"ul. Vrahovická, Prostějov",Prostějov,17.134799099999999,49.476670800000001,"AHOLD Czech Republic, a. s.",,44447981.0000000000000000,4848.0000000000000000
"Těšínská 2914/44, Opava",Opava,17.917814100000001,49.931914399999997,"Tesco Stores ČR, a.s.",Hypermarket Opava,135746156.0000000000000000,11339.0000000000000000
"Nad řekou 618, Ždírec nad Doubravou",Ždírec nad Doubravou,15.809980400000001,49.692310900000003,"AHOLD Czech Republic, a. s.",,166725078.0000000000000000,12924.0000000000000000
"Vojtíškova 1783/2, Praha",Praha,14.492635900000000,50.025458499999999,"Lidl Česká republika, v.o.s.",,64000907.0000000000000000,4590.0000000000000000
"Palackého třída 2748, Pardubice",Pardubice,15.752780899999999,50.034218699999997,"AHOLD Czech Republic, a. s.",,74760721.0000000000000000,6251.0000000000000000
"Polská 6191/21, Ostrava",Ostrava,18.189576700000000,49.820347800000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Ostrava-Poruba,95020914.0000000000000000,8195.0000000000000000
"Nádražní 2855/147, Ostrava",Ostrava,18.277058900000000,49.848953299999998,"AHOLD Czech Republic, a. s.",,157932780.0000000000000000,14289.0000000000000000
"Hraniční 1257, Břeclav",Břeclav,16.869748800000000,48.744017199999988,"AHOLD Czech Republic, a. s.",,32477198.0000000000000000,2229.0000000000000000
"Spojovací 376, Bílina",Bílina,13.625485700000000,50.511701599999988,"Lidl Česká republika, v.o.s.",,53631454.0000000000000000,5229.0000000000000000
"Českomoravská 930/22, Praha",Praha,14.499497300000000,50.101858700000001,"Lidl Česká republika, v.o.s.",,9300456.0000000000000000,699.0000000000000000
"Okružní 3368/7, Ústí nad Labem",Ústí nad Labem,14.020633100000000,50.662912300000002,"Kaufland Česká republika, v.o.s.",OD Kaufland Ústí nad Labem,140222135.0000000000000000,7904.0000000000000000
"Obvodová 3310/13a, Kroměříž",Kroměříž,17.405444299999999,49.292019600000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Kroměříž,59552212.0000000000000000,4966.0000000000000000
"Frimlova 963/1, Karlovy Vary",Karlovy Vary,12.837283400000000,50.238428599999999,"Penny Market, s.r.o.",Penny Market,131684852.0000000000000000,7857.0000000000000000
"Chodovická 2311/30, Praha 9",Praha,14.617398200000000,50.112123799999999,"AHOLD Czech Republic, a. s.",,99105021.0000000000000000,9610.0000000000000000
"náměstí Svobody 85/16, Brno",Brno,16.608263999999998,49.194144700000003,"AHOLD Czech Republic, a. s.",,4821566.0000000000000000,4814.0000000000000000
"Zahradní 164, Bystřice nad Pernštejnem",Bystřice nad Pernštejnem,16.260434100000001,49.526070500000003,"AHOLD Czech Republic, a. s.",,76439943.0000000000000000,7055.0000000000000000
"Bělohorská 228/101, Praha",Praha,14.366712100000001,50.083921599999996,"Billa, s.r.o.",,236900760.0000000000000000,18467.0000000000000000
"Frýdlantská 2197, Frýdek-Místek",Frýdek-Místek,18.348821800000000,49.666754200000000,"Lidl Česká republika, v.o.s.",,9967855.0000000000000000,3878.0000000000000000
"Velebudická 3270, Most",Most,13.655522200000000,50.485956199999997,"AHOLD Czech Republic, a. s.",,24487138.0000000000000000,3643.0000000000000000
"Dukelských bojovníků 3632/156, Znojmo",Znojmo,16.064309800000000,48.837165900000002,"Kaufland Česká republika, v.o.s.",OD Kaufland Znojmo,167995543.0000000000000000,13084.0000000000000000
"Ivana Olbrachta 4582/8, Jablonec nad Nisou",Jablonec nad Nisou,15.162793600000001,50.735832599999988,"Penny Market, s.r.o.",Penny Market,19450070.0000000000000000,1882.0000000000000000
"Rytířská 10, Praha 1",Praha,14.421907900000001,50.084572500000000,"AHOLD Czech Republic, a. s.",,16820546.0000000000000000,1347.0000000000000000
"Mánesova 2159, Tachov",Tachov,12.634141100000001,49.798770599999997,"Billa, s.r.o.",,9394117.0000000000000000,577.0000000000000000
"Oblouková 1395/4, Děčín",Děčín,14.216576600000000,50.774895899999997,"Kaufland Česká republika, v.o.s.",OD Kaufland Děčín,24633590.0000000000000000,7956.0000000000000000
"Jičínská 1368, Mladá Boleslav",Mladá Boleslav,14.931081700000000,50.411375300000003,"Penny Market, s.r.o.",Penny Market,50766734.0000000000000000,5113.0000000000000000
"Plzeňská 1700/9, Děčín",Děčín,14.199099900000000,50.772910199999998,"Billa, s.r.o.",,4850826.0000000000000000,1959.0000000000000000
"Bayerova 792/23, Brno",Brno,16.601186800000001,49.207535900000003,"Lidl Česká republika, v.o.s.",,15065826.0000000000000000,14569.0000000000000000
"Rybářská 2903/7, Opava",Opava,17.898048299999999,49.942464999999999,"Penny Market, s.r.o.",,47192530.0000000000000000,4302.0000000000000000
"Čs. armády 3189, Kladno",Kladno,14.088839500000001,50.143386999999997,"Billa, s.r.o.",,42897510.0000000000000000,5013.0000000000000000
"Rudolická 1323, Most",Most,13.656113100000001,50.509285499999997,"Penny Market, s.r.o.",,117640462.0000000000000000,11138.0000000000000000
"Štúrova 1284/20, Praha 4",Praha,14.451766500000000,50.026333399999999,"AHOLD Czech Republic, a. s.",,77155202.0000000000000000,6131.0000000000000000
"Dvořákova 4047/8, Hodonín",Hodonín,17.119982400000001,48.852678399999988,"Penny Market, s.r.o.",,10189564.0000000000000000,1544.0000000000000000
"Borská 3215, Česká Lípa",Česká Lípa,14.543315399999999,50.698824599999988,"Spar Česká obchodní společnost, s.r.o.",,37322799.0000000000000000,2245.0000000000000000
"nám. Osvoboditelů 1372, Praha 5",Praha,14.358044800000000,49.984391500000001,"AHOLD Czech Republic, a. s.",,73848774.0000000000000000,4679.0000000000000000
"Švehlova 3309/11, Praha",Praha,14.515749000000000,50.055523899999997,"Penny Market, s.r.o.",Penny Market,35438767.0000000000000000,2737.0000000000000000
"Papírníkova 627/2, Praha 4",Praha,14.454190499999999,50.008959099999998,"AHOLD Czech Republic, a. s.",,173093691.0000000000000000,11637.0000000000000000
"Tyršovo nábřeží 5496, Zlín",Zlín,17.662128599999999,49.229496900000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Zlín-Čepkov,5779245.0000000000000000,1652.0000000000000000
"Lidická 3341/137, Břeclav",Břeclav,16.901506500000000,48.780272500000002,"Tesco Stores ČR, a.s.",Hypermarket Tesco Břeclav,292268487.0000000000000000,28174.0000000000000000
"Jateční 465, Teplice",Teplice,13.808501600000000,50.640460999999988,"Penny Market, s.r.o.",Penny Market,160439259.0000000000000000,11083.0000000000000000
"Anenská 4511/27, Prostějov",Prostějov,17.090667600000000,49.469622000000001,"Lidl Česká republika, v.o.s.",,221878450.0000000000000000,17298.0000000000000000
"Libušská 400, Praha 4",Praha,14.454327299999999,50.016863000000001,"AHOLD Czech Republic, a. s.",,63495396.0000000000000000,4250.0000000000000000
"Bílý kopeček 259, Skuteč",Skuteč,15.990650799999999,49.851905000000002,"Tesco Stores ČR, a.s.",Supermarket Tesco Skuteč,243021484.0000000000000000,22064.0000000000000000
"Krušnohorská 3371/2, Ústí nad Labem",Ústí nad Labem,14.036683600000000,50.677824999999999,"AHOLD Czech Republic, a. s.",,97356054.0000000000000000,7217.0000000000000000
"Na poříčí 1068/23, Praha",Praha,14.433912100000001,50.090315900000000,"Lidl Česká republika, v.o.s.",,27777177.0000000000000000,2218.0000000000000000
"Rafaelova 1120, Třebíč",Třebíč,15.898644600000001,49.221126800000000,"Penny Market, s.r.o.",,121059888.0000000000000000,7766.0000000000000000
"Karla Havlíčka Borovského 2087, Sokolov",Sokolov,12.674925300000000,50.176644300000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Sokolov,13072876.0000000000000000,1136.0000000000000000
"Arménská, Kladno",Kladno,14.137643799999999,50.134379699999997,"Billa, s.r.o.",,155433246.0000000000000000,16280.0000000000000000
"Plzeňská 230, Beroun",Beroun,14.059348000000000,49.957267599999987,"Billa, s.r.o.",,2363215.0000000000000000,3937.0000000000000000
"Husova třída 241, Domažlice",Domažlice,12.936760100000001,49.439405600000008,"Penny Market, s.r.o.",Penny Market,27396931.0000000000000000,3948.0000000000000000
"Americká 2186/47, Plzeň",Plzeň,13.384633900000001,49.744518300000003,"Tesco Stores ČR, a.s.",OD Tesco Plzeň,37428654.0000000000000000,3118.0000000000000000
"Přemyslovců 1/2252, Nový Jičín",Nový Jičín,18.009789500000000,49.599744200000004,"AHOLD Czech Republic, a. s.",,20322532.0000000000000000,1439.0000000000000000
"U stadionu 1276, Mladá Boleslav",Mladá Boleslav,14.912269500000001,50.424947200000013,"Kaufland Česká republika, v.o.s.",OD Kaufland Mladá Boleslav,57585493.0000000000000000,6069.0000000000000000
"Sokolovská 394/17, Praha 8",Praha,14.440291800000001,50.091672499999987,"AHOLD Czech Republic, a. s.",,25117511.0000000000000000,1953.0000000000000000
"Rokycanská 2656/2, Plzeň",Plzeň,13.400433600000000,49.747147400000003,"Spar Česká obchodní společnost, s.r.o.",,6703764.0000000000000000,556.0000000000000000
"Aloise Gavlase 57/1, Ostrava Dubina",Ostrava,18.253512300000001,49.776060800000003,"AHOLD Czech Republic, a. s.",,215151938.0000000000000000,10854.0000000000000000
