ADRESA,,x,y,FIRMA,NAZEV,SUMCID,COUNT
"Škvorecká 1762, Úvaly",Úvaly,14.731900700000001,50.069639500000001,"Penny Market, s.r.o.",,143761338.0000000000000000,9053.0000000000000000
"Goyova 2239/1, Praha 10",Praha,14.509188000000000,50.067760799999988,"AHOLD Czech Republic, a. s.",,73600519.0000000000000000,5684.0000000000000000
"Havířovská 473, Praha",Praha,14.507667500000000,50.135190700000003,"Penny Market, s.r.o.",Penny Market,123576609.0000000000000000,6285.0000000000000000
"Hrnčířská 573/6, Brno - Ponava",Brno,16.601003299999999,49.210250199999997,"AHOLD Czech Republic, a. s.",,4783694.0000000000000000,4354.0000000000000000
"V třešňovce 232/2, Praha",Praha,14.499671800000000,50.092830100000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Praha - Jarov,8497227.0000000000000000,669.0000000000000000
"Lodžská 814/24a, Praha",Praha,14.421795800000000,50.130673199999997,"Billa, s.r.o.",Lodžská,33388548.0000000000000000,2604.0000000000000000
"Jarošova 1234/2, Znojmo",Znojmo,16.055463899999999,48.860371999999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Znojmo II.,245999891.0000000000000000,14126.0000000000000000
"Rudé armády 1469, Kostelec nad Orlicí",Kostelec nad Orlicí,16.218451000000002,50.122660199999999,"Penny Market, s.r.o.",Penny Market,78597682.0000000000000000,12941.0000000000000000
"Americká 2768, Kladno",Kladno,14.113539800000000,50.129700799999988,"Lidl Česká republika, v.o.s.",,7609451.0000000000000000,1043.0000000000000000
"Krejnická 2021/1, Praha 4",Praha,14.482267900000000,50.032729900000000,"AHOLD Czech Republic, a. s.",,146532680.0000000000000000,10129.0000000000000000
"Albertova, Kroměříž",Kroměříž,17.384393400000000,49.290531599999987,"Spar Česká obchodní společnost, s.r.o.",SPAR Kroměříž - Albertova (supermarket),92485492.0000000000000000,9445.0000000000000000
"Újezd 2169/19, Prostějov",Prostějov,17.118947800000001,49.470814699999998,"Lidl Česká republika, v.o.s.",,83588439.0000000000000000,5551.0000000000000000
"Bratislavská ul., Praha 10",Praha,14.515443500000000,50.043916499999987,"AHOLD Czech Republic, a. s.",,55587520.0000000000000000,4289.0000000000000000
"Alejní 3198, Teplice",Teplice,13.821397100000000,50.636579900000001,"Billa, s.r.o.",,135590988.0000000000000000,8379.0000000000000000
"Revoluční 6/1206, Třešť",Třešť,15.482876500000000,49.290249099999997,"AHOLD Czech Republic, a. s.",,94302412.0000000000000000,8213.0000000000000000
"K Barrandovu 1139/3, Praha",Praha,14.383537499999999,50.032719099999987,"Lidl Česká republika, v.o.s.",,110372687.0000000000000000,6080.0000000000000000
"Piaristická 21/6, České Budějovice",České Budějovice,14.473166500000000,48.975393999999987,"Billa, s.r.o.",,8375639.0000000000000000,3869.0000000000000000
"Staroměstská 3290, Frýdek-Místek",Frýdek-Místek,18.357064699999999,49.677988799999987,"Billa, s.r.o.",,10889091.0000000000000000,2389.0000000000000000
"Zdislavická 583, Praha 4",Praha,14.444647500000000,50.017296899999998,"AHOLD Czech Republic, a. s.",,106664563.0000000000000000,7018.0000000000000000
"Plzeňská 3042/383, Ostrava",Ostrava,18.245457600000002,49.774819099999988,"Lidl Česká republika, v.o.s.",,66476589.0000000000000000,3469.0000000000000000
"Kpt. Jaroše 3047, Tábor",Tábor,14.650787400000000,49.419153500000000,"Lidl Česká republika, v.o.s.",,20104368.0000000000000000,1311.0000000000000000
"Na Vršku 4202/6, Jablonec nad Nisou",Jablonec nad Nisou,15.159392400000000,50.725510999999997,"AHOLD Czech Republic, a. s.",,83799797.0000000000000000,7421.0000000000000000
"Žižkova 3745, Havlíčkův Brod",Havlíčkův Brod,15.599347300000000,49.606998900000001,"Lidl Česká republika, v.o.s.",,42935031.0000000000000000,3260.0000000000000000
"Strojírenská 375/20, Žďár nad Sázavou",Žďár nad Sázavou,15.930508400000001,49.560970400000002,"Penny Market, s.r.o.",,179066468.0000000000000000,12686.0000000000000000
"Žižkova 1378, Třebechovice pod Orebem",Třebechovice pod Orebem,15.989879699999999,50.200663700000000,"Penny Market, s.r.o.",,119561762.0000000000000000,10536.0000000000000000
"Pražská 2643/72, Znojmo",Znojmo,16.038083799999999,48.865864799999997,"Billa, s.r.o.",,90467527.0000000000000000,6224.0000000000000000
"Konečná 441/25, Držovice",Držovice,17.128585099999999,49.483910700000003,"Tesco Stores ČR, a.s.",Hypermarket Držovice,1749000.0000000000000000,283.0000000000000000
"Pražská 1056, Třebíč",Třebíč,15.857796499999999,49.210383399999998,"Penny Market, s.r.o.",Penny Market,153483027.0000000000000000,10043.0000000000000000
"Jakuba Obrovského 228/1a, Brno",Brno,16.532924999999999,49.225962899999999,"Lidl Česká republika, v.o.s.",,1222560.0000000000000000,797.0000000000000000
"Ve Vaňkovce 1, Brno",Brno,16.613742800000001,49.188851399999997,"Spar Česká obchodní společnost, s.r.o.",,550522.0000000000000000,504.0000000000000000
"Janského 459/22, Olomouc",Olomouc,17.242484399999999,49.578299800000003,"AHOLD Czech Republic, a. s.",,72392151.0000000000000000,6526.0000000000000000
"Bubenské nábř. 306/13, Praha",Praha,14.445530300000000,50.098389200000000,"Penny Market, s.r.o.",Penny Market,30736185.0000000000000000,2400.0000000000000000
"Přetlucká 3295/50, Praha",Praha,14.510870499999999,50.070777799999988,"Tesco Stores ČR, a.s.",Hypermarket Praha - Skalka,35782164.0000000000000000,2752.0000000000000000
"Komenského náměstí 2771, Louny",Louny,13.802916200000000,50.356247600000003,"Billa, s.r.o.",,16011319.0000000000000000,1573.0000000000000000
"Jáchymova 903, Jindřichův Hradec",Jindřichův Hradec,15.021366000000000,49.143790099999997,"Kaufland Česká republika, v.o.s.",OD Kaufland Jindřichův Hradec,115472716.0000000000000000,10405.0000000000000000
"Suchdolská 934, Horoměřice",Horoměřice,14.345756800000000,50.141411400000003,"Lidl Česká republika, v.o.s.",,67941995.0000000000000000,5283.0000000000000000
"Plzeňská 344/1, Praha 5",Praha,14.403537099999999,50.071829100000002,"AHOLD Czech Republic, a. s.",,78468567.0000000000000000,6192.0000000000000000
"Náves 671, Zlín",Zlín,17.634904700000000,49.222621699999998,"Spar Česká obchodní společnost, s.r.o.",,22457511.0000000000000000,5073.0000000000000000
"Na Radouči, Mladá Boleslav",Mladá Boleslav,14.905592700000000,50.430093499999998,"Spar Česká obchodní společnost, s.r.o.",INTERSPAR Mladá Boleslav - Radouč (hyper,122791453.0000000000000000,11744.0000000000000000
"Romana Havelky 4842/1a, Jihlava",Jihlava,15.582541000000001,49.406546100000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Jihlava,7455620.0000000000000000,1268.0000000000000000
"Antonína Slavíčka 892/1, Svitavy",Svitavy,16.478161600000000,49.752973200000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Svitavy,14145799.0000000000000000,1308.0000000000000000
"M. Horákové 1364/2, České Budějovice",České Budějovice,14.440082800000001,48.983007399999998,"AHOLD Czech Republic, a. s.",,26986729.0000000000000000,1776.0000000000000000
"České mládeže 456/26, Liberec - Doubí",Liberec,15.054887400000000,50.744796399999998,"AHOLD Czech Republic, a. s.",,61950271.0000000000000000,9942.0000000000000000
"Pod Lihovarem 2055/4, Říčany",Říčany,14.657076099999999,49.998406499999987,"Penny Market, s.r.o.",Penny Market,40315548.0000000000000000,2799.0000000000000000
"Studentská 1893, Jirkov",Jirkov,13.437574700000001,50.500523299999998,"Penny Market, s.r.o.",,166916154.0000000000000000,10796.0000000000000000
"tř. 1. máje 553/2, Břeclav",Břeclav,16.869337399999999,48.753714500000001,"Billa, s.r.o.",Supermarket Billa,203708294.0000000000000000,15525.0000000000000000
"Čs. armády 142, Příbram",Příbram,14.005968100000000,49.686527800000007,"AHOLD Czech Republic, a. s.",,41576445.0000000000000000,3003.0000000000000000
"Na slupi 2102/2b, Praha",Praha,14.422520799999999,50.066527600000001,"Lidl Česká republika, v.o.s.",,176508663.0000000000000000,14030.0000000000000000
"Opavská 3376/66a, Kravaře",Kravaře,18.013994199999999,49.932621900000001,"Penny Market, s.r.o.",Penny Market,315222064.0000000000000000,34709.0000000000000000
"Svitavská 1814/2, Hradec Králové",Hradec Králové,15.845649399999999,50.190628099999998,"AHOLD Czech Republic, a. s.",,67971501.0000000000000000,5652.0000000000000000
"Vyskočilova 1481/4, Praha",Praha,14.456166700000001,50.047614000000003,"Spar Česká obchodní společnost, s.r.o.",SPAR BBCentrum Beta (citymarket),91843576.0000000000000000,7314.0000000000000000
"Obchodní nám. 1590/4, Praha 4",Praha,14.405586400000001,50.005140900000001,"AHOLD Czech Republic, a. s.",,88661311.0000000000000000,6954.0000000000000000
"Novohradská 1810, České Budějovice",České Budějovice,14.497410500000001,48.954701200000002,"Penny Market, s.r.o.",Penny Market,64325789.0000000000000000,7145.0000000000000000
"Purkyňova 2136/59, Svitavy",Svitavy,16.466995699999998,49.754133499999988,"Billa, s.r.o.",,63243613.0000000000000000,3444.0000000000000000
"Budyšínská 1400, Liberec",Liberec,15.062665000000001,50.775461999999997,"Spar Česká obchodní společnost, s.r.o.",,55790876.0000000000000000,5463.0000000000000000
"Kopaniny, Přerov",Přerov,17.448603400000000,49.460024699999998,"Billa, s.r.o.",,67081858.0000000000000000,5067.0000000000000000
"Albertova 3304, Kroměříž",Kroměříž,17.385626999999999,49.288865399999999,"AHOLD Czech Republic, a. s.",,6899942.0000000000000000,910.0000000000000000
"Kamýcká 2273, Litoměřice",Litoměřice,14.116566700000000,50.542072500000003,"Lidl Česká republika, v.o.s.",,79405168.0000000000000000,8443.0000000000000000
"Veslařská 3430, Mělník",Mělník,14.490719900000000,50.346137000000013,"Tesco Stores ČR, a.s.",Supermarket Tesco Mělník,45344597.0000000000000000,4957.0000000000000000
"ČSA 987, Velká Bystřice",Velká Bystřice,17.351376599999998,49.591223499999998,"Penny Market, s.r.o.",Penny Market,172105904.0000000000000000,18428.0000000000000000
"náměstí Svornosti 2573/6, Brno",Brno,16.581652699999999,49.215257200000003,"Billa, s.r.o.",,54418691.0000000000000000,12091.0000000000000000
"Žitavská 3021, Česká Lípa",Česká Lípa,14.542858200000000,50.692752700000007,"Penny Market, s.r.o.",,33626947.0000000000000000,2658.0000000000000000
"Horská 92, Trutnov",Trutnov,15.897803800000000,50.572986000000000,"Penny Market, s.r.o.",,5143232.0000000000000000,275.0000000000000000
"Velehradská 3254/105, Kroměříž",Kroměříž,17.388697000000001,49.284413600000001,"Tesco Stores ČR, a.s.",Hypermarket Tesco Kroměříž,74965446.0000000000000000,6781.0000000000000000
"Dr. Milady Horákové 586/90, Liberec",Liberec,15.055602199999999,50.751798600000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Liberec II.,28177680.0000000000000000,2216.0000000000000000
"Topolová 1513, Most",Most,13.648296999999999,50.496098099999998,"AHOLD Czech Republic, a. s.",,169122256.0000000000000000,11090.0000000000000000
"Kvítková 4352, Zlín",Zlín,17.668870600000002,49.227202299999988,"Tesco Stores ČR, a.s.",Supermarket Tesco,10518143.0000000000000000,3002.0000000000000000
"Gerská 1951/15, Plzeň",Plzeň,13.367238100000000,49.776235499999999,"Penny Market, s.r.o.",,92591478.0000000000000000,5354.0000000000000000
"Zborovská 5342, Chomutov",Chomutov,13.412508000000001,50.464748700000001,"Billa, s.r.o.",,16830642.0000000000000000,2467.0000000000000000
"Víta Nejedlého 1063/10, Hradec Králové",Hradec Králové,15.853166500000000,50.212115500000003,"Spar Česká obchodní společnost, s.r.o.",,5638304.0000000000000000,1223.0000000000000000
"Farského 4732, Chomutov",Chomutov,13.414326600000001,50.461988899999987,"Tesco Stores ČR, a.s.",Supermarket Tesco Chomutovka,24419654.0000000000000000,4991.0000000000000000
"Do Čertous 2772/8, Praha",Praha,14.609372600000000,50.121294800000001,"Penny Market, s.r.o.",,37367496.0000000000000000,3005.0000000000000000
"Brtnická 4030/7, Jihlava",Jihlava,15.594526999999999,49.389321400000007,"AHOLD Czech Republic, a. s.",,44510191.0000000000000000,6141.0000000000000000
"Polská 1201/1, Olomouc",Olomouc,17.257899599999998,49.586742100000002,"Spar Česká obchodní společnost, s.r.o.",INTERSPAR Olomouc,40954349.0000000000000000,3641.0000000000000000
"ul. Školní, Příbram",Příbram,13.998226600000001,49.673620999999997,"AHOLD Czech Republic, a. s.",,41874478.0000000000000000,2239.0000000000000000
"tř. 1. máje, Dobřany",Dobřany,13.294025200000000,49.654114800000002,"Penny Market, s.r.o.",Penny Market,58639424.0000000000000000,11060.0000000000000000
"Želátovská, Přerov",Přerov,17.471009599999999,49.450321099999996,"AHOLD Czech Republic, a. s.",,198194150.0000000000000000,16339.0000000000000000
"Schnirchova 1447/15, Praha 7",Praha,14.434872600000000,50.102699000000008,"AHOLD Czech Republic, a. s.",,165449827.0000000000000000,12935.0000000000000000
"Obchodní 113, Čestlice",Čestlice,14.576599300000000,50.002220199999996,"Billa, s.r.o.",,30970149.0000000000000000,2791.0000000000000000
"Makovského náměstí 2574/1, Brno",Brno,16.576440800000000,49.218530299999998,"Billa, s.r.o.",,6369577.0000000000000000,5930.0000000000000000
"Domažlická 909, Klatovy",Klatovy,13.285826300000000,49.392897499999997,"Tesco Stores ČR, a.s.",Hypermarket Tesco Klatovy,48050188.0000000000000000,5631.0000000000000000
"Tupolevova 722, Praha",Praha,14.501261000000000,50.133723900000000,"Lidl Česká republika, v.o.s.",,4649960.0000000000000000,361.0000000000000000
"Bohosudovská 1882, Teplice",Teplice,13.847306400000001,50.655926500000007,"Kaufland Česká republika, v.o.s.",OD Kaufland Teplice,229458263.0000000000000000,14057.0000000000000000
"Želivského 5050/2, Jablonec nad Nisou",Jablonec nad Nisou,15.160932100000000,50.735727099999998,"Spar Česká obchodní společnost, s.r.o.",,22457932.0000000000000000,1145.0000000000000000
"Háj 358, Kralice na Hané",Kralice na Hané,17.144081499999999,49.490905200000000,"Billa, s.r.o.",,141793201.0000000000000000,12550.0000000000000000
"Zábělská 1350/60a, Plzeň",Plzeň,13.426272300000001,49.758624099999999,"Penny Market, s.r.o.",,57239526.0000000000000000,5471.0000000000000000
"Bělohradská 3855, Havlíčkův Brod",Havlíčkův Brod,15.585941699999999,49.601500399999999,"Kaufland Česká republika, v.o.s.",OD Kaufland Havlíčkův Brod,41540225.0000000000000000,5114.0000000000000000
"Masarykova 2051, Havlíčkův Brod",Havlíčkův Brod,15.575095299999999,49.605183300000000,"Billa, s.r.o.",,105028486.0000000000000000,11659.0000000000000000
"Letná 641/59, Liberec",Liberec,15.041215299999999,50.781198799999999,"Lidl Česká republika, v.o.s.",,17887980.0000000000000000,2213.0000000000000000
"Podpěrova 518/6, Brno",Brno,16.584067699999999,49.238498700000001,"Billa, s.r.o.",,6554483.0000000000000000,5702.0000000000000000
"Lhotecká 2109/2d, Praha",Praha,14.430341600000000,50.015546099999987,"Kaufland Česká republika, v.o.s.",OD Kaufland Praha - Lhotecká,48466870.0000000000000000,3656.0000000000000000
"Bystrcká 1223/38a, Brno",Brno,16.536174400000000,49.225751000000002,"Penny Market, s.r.o.",,4834403.0000000000000000,4373.0000000000000000
"Železničářská 1602/7, Ústí nad Labem",Ústí nad Labem,14.048189799999999,50.653607899999997,"Penny Market, s.r.o.",Penny Market,151124617.0000000000000000,10162.0000000000000000
"Švermova 362, Liberec",Liberec,15.034812600000000,50.761071200000004,"Billa, s.r.o.",Supermarket BILLA,220033299.0000000000000000,17294.0000000000000000
"Katovická 1303, Strakonice",Strakonice,13.892857100000001,49.263777200000000,"Penny Market, s.r.o.",Penny Market,73846975.0000000000000000,4930.0000000000000000
"Soběslavská 3045, Tábor",Tábor,14.692425500000001,49.388034900000001,"AHOLD Czech Republic, a. s.",,228327389.0000000000000000,16683.0000000000000000
"Maškova 1798/2, Praha",Praha,14.451799899999999,50.133050500000003,"Penny Market, s.r.o.",,63851122.0000000000000000,4931.0000000000000000
"Tř. Maršála Malinovského 1304, Uherské Hradiště",Uherské Hradiště,17.468435899999999,49.061548299999998,"Tesco Stores ČR, a.s.",Hypermarket Uherské Hradiště,86583996.0000000000000000,4723.0000000000000000
"Kotojedská 545/17, Kroměříž",Kroměříž,17.399431799999999,49.293869099999988,"AHOLD Czech Republic, a. s.",,34997338.0000000000000000,2872.0000000000000000
"Opavská 6201/1A, Ostrava",Ostrava,18.187417799999999,49.828622499999987,"Spar Česká obchodní společnost, s.r.o.",INTERSPAR Ostrava - Poruba (hypermarket),149210679.0000000000000000,13173.0000000000000000
"Doudlevecká 2834/67a, Plzeň",Plzeň,13.379023999999999,49.734407900000001,"Lidl Česká republika, v.o.s.",,62220019.0000000000000000,5172.0000000000000000
"Nádražní 681/2a, Brno",Brno,16.612558400000001,49.191678899999999,"Spar Česká obchodní společnost, s.r.o.",,377340.0000000000000000,380.0000000000000000
"Talichova 4312/39, Kroměříž",Kroměříž,17.395873699999999,49.286806299999988,"Billa, s.r.o.",,33974932.0000000000000000,4094.0000000000000000
"U Letiště 1074/2, Plzeň",Plzeň,13.343272799999999,49.728243300000003,"Tesco Stores ČR, a.s.",Hypermarket Tesco Plzeň Borská Pole,14650129.0000000000000000,1258.0000000000000000
"nám. Republiky 656/8, Praha 1",Praha,14.427707399999999,50.089099699999998,"AHOLD Czech Republic, a. s.",,37100682.0000000000000000,2971.0000000000000000
"Pražská 2174, Pelhřimov",Pelhřimov,15.214668100000001,49.438202399999987,"Lidl Česká republika, v.o.s.",,69481789.0000000000000000,5996.0000000000000000
"Města Mayen 1496, Uherské Hradiště",Uherské Hradiště,17.474058500000002,49.071099199999999,"Kaufland Česká republika, v.o.s.",OD Kaufland Uherské Hradiště,138343245.0000000000000000,12668.0000000000000000
"Uhříněveská 850, Průhonice",Průhonice,14.566085500000000,50.004404100000002,"Lidl Česká republika, v.o.s.",,27433389.0000000000000000,2124.0000000000000000
"Vrážská 1507, Praha",Praha,14.365649200000000,49.985369100000000,"Billa, s.r.o.",,20727945.0000000000000000,1513.0000000000000000
"Adámkova třída 1647, Hlinsko",Hlinsko,15.914113100000000,49.764207600000013,"Lidl Česká republika, v.o.s.",,86375639.0000000000000000,8812.0000000000000000
"Velebudická 1352, Most",Most,13.653712499999999,50.488836700000000,"Spar Česká obchodní společnost, s.r.o.",,73518863.0000000000000000,3707.0000000000000000
"Na Řadech 2347/1, Blansko",Blansko,16.642965100000001,49.370474399999999,"Kaufland Česká republika, v.o.s.",OD Kaufland Blansko,139281315.0000000000000000,17458.0000000000000000
"Leopoldova 1683/23, Praha 4",Praha,14.507248499999999,50.037768499999999,"AHOLD Czech Republic, a. s.",,155724582.0000000000000000,8142.0000000000000000
"Generála Svobody 603/75, Liberec",Liberec,15.050709100000001,50.784546100000000,"Billa, s.r.o.",851,40645209.0000000000000000,4957.0000000000000000
"Sedláčkova 2557/4, Brno",Brno,16.667803400000000,49.201963900000003,"Billa, s.r.o.",,3000417.0000000000000000,2509.0000000000000000
"Masarykova 134, Nové Město na Moravě",Nové Město na Moravě,16.076501400000001,49.563496200000003,"Penny Market, s.r.o.",Penny Market,100440981.0000000000000000,5900.0000000000000000
"Akademika Bedrny 383/10a, Hradec Králové",Hradec Králové,15.832538599999999,50.218308000000000,"Penny Market, s.r.o.",Penny Market,50719686.0000000000000000,6249.0000000000000000
"Plzeňská 2572/2, Rakovník",Rakovník,13.724335699999999,50.092318300000002,"AHOLD Czech Republic, a. s.",,93233639.0000000000000000,6855.0000000000000000
"Plumlovská 4210/104, Prostějov",Prostějov,17.091214900000001,49.473049400000001,"Billa, s.r.o.",,163251860.0000000000000000,15082.0000000000000000
"Tylova 2853/1, Ostrava Zábřeh",Ostrava,18.242851200000000,49.801223200000003,"AHOLD Czech Republic, a. s.",,118549205.0000000000000000,10549.0000000000000000
"Řetězová 1368/15, Děčín",Děčín,14.211160000000000,50.780945899999999,"Billa, s.r.o.",,14705121.0000000000000000,4833.0000000000000000
"Fráni Šrámka 1512/1, Hradec Králové",Hradec Králové,15.816516200000001,50.206773400000003,"AHOLD Czech Republic, a. s.",,53975172.0000000000000000,10950.0000000000000000
"Štěpnická 1156, Uherské Hradiště",Uherské Hradiště,17.449265000000000,49.066409499999999,"AHOLD Czech Republic, a. s.",,158124813.0000000000000000,13503.0000000000000000
"Lochmanova 1440, Ústí nad Orlicí",Ústí nad Orlicí,16.396206299999999,49.976604500000008,"AHOLD Czech Republic, a. s.",,142435761.0000000000000000,9852.0000000000000000
"Siemensova 2716/2, Praha",Praha,14.305972199999999,50.048035599999999,"Billa, s.r.o.",,70546239.0000000000000000,3368.0000000000000000
"Výstupní 3422/2a, Ústí nad Labem",Ústí nad Labem,14.048075200000000,50.673393200000000,"Lidl Česká republika, v.o.s.",,144715005.0000000000000000,10609.0000000000000000
"Ostravská 2030/77, Český Těšín",Český Těšín,18.607587400000000,49.746555600000001,"Kaufland Česká republika, v.o.s.",OD Kaufland Český Těšín,154368322.0000000000000000,17402.0000000000000000
"Leonovova 2015/2, Karviná",Karviná,18.553714599999999,49.863310599999998,"Kaufland Česká republika, v.o.s.",OD Kaufland Karviná,257450971.0000000000000000,26075.0000000000000000
"Poštovní 2891/11, Jablonec nad Nisou",Jablonec nad Nisou,15.166168799999999,50.723846299999998,"Billa, s.r.o.",,100581843.0000000000000000,9097.0000000000000000
"1. československého armádního sboru 1333, Ostrava Poruba",Ostrava Poruba,18.183178999999999,49.836731600000007,"AHOLD Czech Republic, a. s.",,145919124.0000000000000000,13110.0000000000000000
"Molákova 578/614, Praha 8",Praha,14.464384300000001,50.094844899999998,"AHOLD Czech Republic, a. s.",,58332308.0000000000000000,4563.0000000000000000
"Kpt. Nálepky 2397, Tábor",Tábor,14.650591100000000,49.420252800000000,"Billa, s.r.o.",,69840685.0000000000000000,5422.0000000000000000
"Václavské nám. 812/59, Praha 1",Praha,14.430153900000001,50.079878500000000,"AHOLD Czech Republic, a. s.",,69395161.0000000000000000,5323.0000000000000000
"Sjízdná 5554/2a, Ostrava",Ostrava,18.201516699999999,49.828008599999997,"Tesco Stores ČR, a.s.",Hypermarket Tesco,23482561.0000000000000000,2924.0000000000000000
"Kolínská 1701/30, Nymburk",Nymburk,15.044838700000000,50.178362100000001,"Lidl Česká republika, v.o.s.",,25219281.0000000000000000,2376.0000000000000000
"Bělehradská 628, Pardubice",Pardubice,15.761246500000000,50.047571200000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Pardubice,173312045.0000000000000000,13430.0000000000000000
"Děčínská 3270, Česká Lípa",Česká Lípa,14.524838200000000,50.687586000000003,"AHOLD Czech Republic, a. s.",,65263517.0000000000000000,12264.0000000000000000
"Budějovická 162, Český Krumlov",Český Krumlov,14.334081800000000,48.824108299999999,"Penny Market, s.r.o.",,842064.0000000000000000,371.0000000000000000
"Brněnská 818, Jevíčko",Jevíčko,16.711600000000001,49.629416900000002,"Penny Market, s.r.o.",Penny Market,213025921.0000000000000000,22820.0000000000000000
"Pálavské náměstí 4102/1, Brno - Vinohrady",Brno,16.661032200000001,49.206379400000003,"AHOLD Czech Republic, a. s.",,11169511.0000000000000000,6240.0000000000000000
"Hnězdenská 658/8, Praha",Praha,14.422046900000000,50.126318699999999,"Penny Market, s.r.o.",,42712719.0000000000000000,3113.0000000000000000
"Novodvorská 994/138, Praha",Praha,14.430769000000000,50.027621900000000,"Tesco Stores ČR, a.s.",Hypermarket Tesco Novo Plaza,34328188.0000000000000000,2732.0000000000000000
"Krumlovská 1103, Prachatice",Prachatice,14.007370800000000,49.004376999999998,"Kaufland Česká republika, v.o.s.",Kaufland Prachatice,57017592.0000000000000000,6116.0000000000000000
"Sokolská třída 3210/93, Ostrava",Ostrava,18.286145500000000,49.845978400000000,"Penny Market, s.r.o.",,87315823.0000000000000000,7831.0000000000000000
"Mlýnská, Tišnov",Tišnov,16.421039600000000,49.348289600000001,"Tesco Stores ČR, a.s.",Hypermarket Tesco Tišnov,148816042.0000000000000000,12663.0000000000000000
"Vídeňská 281/77, Brno",Brno,16.596173199999999,49.178860499999999,"Lidl Česká republika, v.o.s.",,4016994.0000000000000000,3998.0000000000000000
"Brněnská 1825/23a, Hradec Králové",Hradec Králové,15.848938499999999,50.197012200000003,"Tesco Stores ČR, a.s.",Hypermarket Tesco Hradec Králové Futurum,46923326.0000000000000000,6606.0000000000000000
"Hlavatého 664/13, Praha",Praha,14.534595899999999,50.030278199999998,"Penny Market, s.r.o.",Penny Market,102454982.0000000000000000,6572.0000000000000000
"Mladoboleslavská 3750, Mělník",Mělník,14.494052500000000,50.345183700000000,"Penny Market, s.r.o.",Penny Market,70483833.0000000000000000,6966.0000000000000000
"U Knihovny 1174, Jindřichův Hradec",Jindřichův Hradec,15.010577100000001,49.151127600000002,"Lidl Česká republika, v.o.s.",,71870465.0000000000000000,10120.0000000000000000
"tř. 17. listopadu 883/2a, Karviná",Karviná,18.553287399999999,49.846020600000003,"Tesco Stores ČR, a.s.",Hypermarket Karviná,82742799.0000000000000000,9569.0000000000000000
"Prusíkova 2577, Praha 5",Praha,14.338279399999999,50.036085800000002,"AHOLD Czech Republic, a. s.",,124630908.0000000000000000,8682.0000000000000000
"Americká 336/44, Františkovy Lázně",Františkovy Lázně,12.346853599999999,50.127421599999998,"Lidl Česká republika, v.o.s.",,92740061.0000000000000000,11993.0000000000000000
"Dělnická, Praha",Praha,14.449948200000000,50.103251800000002,"Billa, s.r.o.",Argentinská,77242037.0000000000000000,6034.0000000000000000
"Mariánská 1000/14, Praha 4",Praha,14.417254700000001,50.086658700000001,"AHOLD Czech Republic, a. s.",,111629674.0000000000000000,8938.0000000000000000
"Seifertova 574, Ústí nad Labem",Ústí nad Labem,14.109425699999999,50.675931299999988,"Tesco Stores ČR, a.s.",Supermarket Tesco Ústí nad Labem,173563976.0000000000000000,11495.0000000000000000
"Vrchlického 830/41, Liberec",Liberec,15.060287799999999,50.784318300000002,"Tesco Stores ČR, a.s.",Supermarket Tesco Liberec,76049049.0000000000000000,9054.0000000000000000
"Kafkova 1223/8, Olomouc",Olomouc,17.228168000000000,49.575370399999997,"Tesco Stores ČR, a.s.",Hypermarket Tesco Olomouc Haná,95701174.0000000000000000,9405.0000000000000000
"Slezská 3505, Frýdek-Místek",Frýdek-Místek,18.361624400000000,49.677756400000000,"Tesco Stores ČR, a.s.",Supermarket Frýdek-Místek,16459480.0000000000000000,4001.0000000000000000
"Vítězná 2886/6, Šumperk",Šumperk,16.975231600000001,49.974151300000003,"Kaufland Česká republika, v.o.s.",OD Kaufland Šumperk,157813613.0000000000000000,9551.0000000000000000
"Na Hraničkách 589/34, Vyškov",Vyškov,16.987802800000001,49.279757400000001,"AHOLD Czech Republic, a. s.",,233687172.0000000000000000,16375.0000000000000000
"Bělehradská 350/50, Praha",Praha,14.432819400000000,50.068791200000000,"Billa, s.r.o.",,191948999.0000000000000000,14561.0000000000000000
"Konečná 4010/4, Hodonín",Hodonín,17.138204000000002,48.856936200000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Hodonín,182686078.0000000000000000,14857.0000000000000000
"náměstí Míru 192/95, Svitavy",Svitavy,16.466332099999999,49.756185899999998,"AHOLD Czech Republic, a. s.",,137666909.0000000000000000,8121.0000000000000000
"Stará Kysibelská 642/73, Karlovy Vary",Karlovy Vary,12.897512900000001,50.236726300000001,"Penny Market, s.r.o.",,44636630.0000000000000000,4678.0000000000000000
"Kpt. Jaroše 2392/92, Tábor",Tábor,14.648840699999999,49.419298800000000,"AHOLD Czech Republic, a. s.",,111493327.0000000000000000,10021.0000000000000000
"Novodvorská 434/149, Praha 4",Praha,14.434952400000000,50.024583700000001,"AHOLD Czech Republic, a. s.",,35263023.0000000000000000,2806.0000000000000000
"9. května 1197, Bohumín",Bohumín,18.350420199999999,49.899254700000000,"Kaufland Česká republika, v.o.s.",OD Kaufland Bohumín,32914596.0000000000000000,2684.0000000000000000
